id,gender,age,significant other,household size,family relationship,free time,social activities,study time,failures,absences,health,weekday drinker,weekend drinker,drinker
928,0,16,1,1,4,2,2,2,0,2,5,1,4,1
929,1,16,1,0,3,2,2,2,0,0,3,1,1,0
930,0,16,0,0,4,1,2,1,0,0,5,2,5,1
931,0,15,0,1,5,5,5,2,0,11,5,1,3,1
932,0,15,0,0,5,4,5,4,0,8,5,2,3,1
933,0,15,0,0,4,3,3,1,0,11,5,1,2,0
934,1,16,1,0,4,3,3,3,0,2,5,2,2,1
935,1,16,0,0,1,2,4,2,0,8,1,2,2,1
936,1,17,1,1,4,3,3,1,0,5,1,2,2,1
937,1,17,0,1,5,1,3,2,0,0,5,1,1,0
938,1,16,1,1,5,3,5,3,0,1,5,1,4,1
939,0,17,1,1,3,3,3,1,3,2,5,1,3,1
940,0,17,1,0,5,1,2,1,0,2,5,3,3,1
941,0,17,1,1,5,4,4,2,1,8,5,3,4,1
942,1,17,0,1,5,2,5,2,0,0,5,1,1,0
943,0,16,0,0,4,1,2,1,0,0,2,2,1,0
944,1,17,1,1,4,5,5,2,0,2,3,1,2,0
945,1,17,0,1,4,3,3,2,0,0,5,2,3,1
946,0,16,1,0,4,1,2,2,0,0,5,2,2,1
947,0,17,0,1,4,1,2,2,0,0,1,2,2,1
948,0,19,0,1,4,4,3,2,2,2,4,3,4,1
949,0,17,1,0,4,1,2,1,0,4,5,1,1,0
950,1,17,1,1,3,5,5,1,0,3,4,2,2,1
951,1,16,1,1,4,3,4,3,0,5,3,1,1,0
952,0,16,0,0,4,4,4,1,0,4,5,2,4,1
953,1,17,1,1,5,4,4,2,3,2,5,1,1,0
954,0,17,1,1,5,5,5,1,0,0,5,3,5,1
955,0,18,0,1,4,3,2,1,1,0,4,1,1,0
956,0,17,1,1,4,5,5,1,0,0,2,1,3,1
957,0,18,0,0,4,3,3,2,0,6,5,1,4,1
958,1,16,1,0,5,4,3,2,0,0,1,1,1,0
959,0,17,1,1,1,2,1,1,1,0,5,2,3,1
960,0,16,0,1,4,5,5,1,0,2,5,2,3,1
961,0,16,0,0,4,5,5,1,0,0,5,2,4,1
962,0,18,1,1,5,3,3,1,1,2,5,2,3,1
963,0,18,0,1,2,3,1,1,1,0,5,2,2,1
964,0,19,0,1,3,2,1,1,3,4,3,1,1,0
965,0,18,0,1,4,4,5,2,2,9,3,1,3,1
966,0,16,1,1,5,4,3,1,0,6,4,2,4,1
967,0,19,1,1,4,4,3,1,3,4,5,1,3,1
968,1,16,1,1,2,5,5,2,2,8,1,1,1,0
969,1,17,0,1,4,3,2,1,0,9,5,1,2,0
970,0,20,1,1,4,4,3,1,1,12,4,2,4,1
971,1,18,0,1,5,4,4,1,0,8,2,3,4,1
972,0,18,0,1,2,5,5,1,0,8,5,5,5,1
973,0,19,0,1,5,4,4,2,1,8,2,3,3,1
974,0,17,0,1,4,5,4,2,1,4,3,2,3,1
975,0,18,1,0,4,3,3,1,0,0,3,2,3,1
976,0,19,0,1,4,4,4,1,1,4,5,3,3,1
977,1,18,0,1,4,3,3,2,2,2,5,1,1,0
978,1,19,0,0,1,4,4,1,0,0,5,1,1,0
979,1,18,1,1,5,5,5,1,1,0,3,1,1,0
980,1,17,0,1,4,4,3,1,0,0,5,1,1,0
981,1,17,0,0,4,2,3,3,0,5,3,2,2,1
982,1,17,0,1,5,5,5,2,0,0,5,1,3,1
983,1,18,0,0,2,3,3,2,1,3,4,1,2,0
984,1,17,1,1,3,2,2,1,0,0,5,1,1,0
985,1,17,0,0,5,5,1,1,0,0,3,1,1,0
986,1,18,1,1,3,4,4,2,2,3,5,2,2,1
987,1,18,0,1,4,3,5,2,0,2,1,1,1,0
988,1,17,0,1,4,4,3,1,0,0,4,1,1,0
989,1,18,0,0,4,4,3,2,0,0,4,1,2,0
990,1,18,0,1,4,3,5,2,0,0,1,1,2,0
991,0,18,0,0,5,4,5,1,0,3,5,1,1,0
992,1,17,0,1,4,3,3,2,0,0,4,1,2,0
993,1,18,1,1,4,3,3,2,1,0,4,1,1,0
994,0,18,0,0,4,1,4,1,0,8,1,5,5,1
995,0,18,1,1,2,5,5,1,0,5,1,1,1,0
996,0,17,0,1,4,2,3,1,0,4,4,3,4,1
997,1,18,1,1,1,3,1,2,0,4,2,1,1,0
998,1,18,1,0,5,4,5,3,0,0,3,1,4,1
999,1,18,1,0,5,3,1,2,0,0,5,1,1,0
1000,1,18,0,1,4,4,2,2,1,2,2,1,2,0
1001,1,19,0,1,5,5,5,1,1,0,2,2,3,1
1002,1,17,1,1,4,2,3,4,0,0,5,3,1,1
1003,1,17,1,0,5,3,3,2,0,5,2,1,2,0
1004,1,18,1,0,5,2,3,2,0,2,3,1,2,0
1005,1,18,0,1,4,1,1,2,0,0,4,1,1,0
1006,1,19,1,1,3,5,4,2,3,0,1,1,4,1
1007,1,18,1,1,4,2,1,3,0,5,4,1,1,0
1008,0,17,1,1,4,5,5,2,1,4,2,1,3,1
1009,1,18,1,1,5,3,4,2,0,0,5,1,1,0
1010,1,17,0,1,4,3,3,2,0,2,5,1,2,0
1011,1,17,1,0,1,2,3,2,0,0,5,1,2,0
1012,0,18,1,0,3,3,2,1,0,2,3,1,2,0
1013,1,18,0,0,5,3,2,3,0,0,4,1,1,0
1014,1,18,1,0,4,3,4,2,0,0,5,1,4,1
1015,1,18,1,1,4,3,2,2,0,6,3,1,3,1
1016,1,17,1,0,2,3,4,2,0,4,1,1,1,0
1017,1,17,0,1,3,2,2,2,0,0,3,1,2,0
1018,0,18,0,1,3,3,4,2,0,0,3,2,4,1
1019,0,18,1,0,4,2,2,3,0,0,5,2,2,1
1020,1,17,1,1,5,2,1,1,1,0,1,1,2,0
1021,1,18,1,1,5,2,3,1,0,0,4,1,2,0
1022,1,18,1,1,3,2,2,2,0,0,5,4,2,1
1023,0,18,1,0,4,3,3,1,0,3,3,2,3,1
1024,1,17,1,1,3,4,3,3,0,8,3,1,1,0
1025,1,17,0,1,3,5,5,1,0,4,1,1,3,1
1026,1,18,0,0,5,4,4,3,0,0,1,1,1,0
1027,1,18,0,1,4,3,2,3,0,4,4,1,2,0
1028,1,19,1,1,4,3,3,2,1,4,3,1,1,0
1029,1,18,0,0,5,4,3,2,0,1,2,3,4,1
1030,1,18,1,1,4,1,3,2,0,1,1,1,2,0
1031,1,17,0,1,4,5,4,2,0,10,1,2,3,1
1032,0,18,0,1,3,2,4,2,0,4,2,1,4,1
1033,0,18,1,1,4,4,3,1,0,0,5,1,3,1
1034,0,17,0,1,4,4,3,2,0,4,3,1,1,0
1035,0,19,0,1,4,3,2,1,1,0,5,1,3,1
1036,0,18,0,1,5,4,3,1,1,0,3,4,3,1
1037,1,18,0,1,5,3,3,3,0,0,4,1,3,1
1038,1,17,0,1,5,5,4,2,0,0,1,1,1,0
1039,1,18,1,1,4,4,3,1,0,4,5,2,2,1
1040,1,19,0,1,5,4,2,3,1,4,5,1,2,0
1041,1,18,0,0,4,3,4,2,0,4,1,1,1,0
1042,1,18,0,1,1,1,1,2,0,6,5,1,1,0
1043,0,17,0,0,2,4,5,1,0,6,2,3,4,1
1044,0,18,0,0,4,4,1,1,0,4,5,3,4,1
