school,gender,age,household size,study time,financial support,activities,internet,significant other,family relationship,free time,social activities,weekday drinker,weekend drinker,health,absences
GP,M,19,LE3,3,no,yes,yes,yes,4,3,1,1,1,5,0
GP,M,20,GT3,1,no,yes,no,no,5,5,3,1,1,5,0
GP,M,19,GT3,2,no,yes,no,yes,4,5,3,1,2,5,0
GP,F,18,GT3,2,yes,no,no,yes,3,4,4,1,2,5,2
GP,F,18,GT3,2,yes,yes,yes,no,5,3,3,1,2,1,2
GP,F,17,GT3,2,no,yes,yes,yes,4,2,1,1,1,3,2
GP,F,17,GT3,1,no,yes,yes,no,4,4,4,1,1,5,2
GP,F,18,GT3,3,yes,yes,yes,yes,4,3,4,1,1,5,2
GP,F,18,LE3,1,yes,no,yes,no,3,2,4,1,4,1,8
GP,F,17,GT3,3,yes,yes,yes,no,4,3,4,2,5,5,2
GP,F,18,GT3,2,yes,no,yes,no,4,1,4,1,1,3,8
GP,M,19,GT3,2,yes,yes,yes,yes,5,4,4,1,1,1,9
GP,F,18,GT3,2,yes,no,yes,no,4,4,4,3,3,5,0
GP,F,18,GT3,1,yes,yes,yes,yes,5,4,4,1,1,1,4
GP,F,17,GT3,1,no,yes,yes,no,5,3,4,1,2,5,2
GP,F,17,GT3,2,yes,no,yes,yes,5,2,2,1,2,5,14
GP,F,17,LE3,2,yes,no,yes,no,5,3,3,1,1,5,0
GP,F,17,LE3,2,no,yes,yes,no,4,2,3,2,2,2,2
GP,M,18,LE3,1,yes,no,yes,no,4,2,5,3,4,5,2
GP,F,19,GT3,3,no,yes,no,yes,1,5,5,4,3,5,12
GP,F,19,LE3,2,yes,no,yes,yes,5,3,4,1,1,4,2
GP,F,18,GT3,1,yes,yes,yes,yes,4,3,5,2,4,5,2
GP,F,17,GT3,2,yes,no,no,yes,4,2,2,1,1,3,4
GP,F,17,LE3,3,yes,yes,yes,no,3,3,2,2,2,3,0
GP,F,17,GT3,3,yes,no,yes,no,3,4,3,2,3,5,0
GP,F,17,LE3,3,no,no,yes,no,3,3,3,2,3,2,0
GP,F,18,GT3,3,no,yes,yes,no,4,5,5,1,2,2,0
GP,M,18,GT3,3,no,yes,yes,no,4,3,3,2,2,3,0
GP,M,17,GT3,1,no,yes,yes,no,4,3,5,3,5,5,0
GP,M,17,GT3,1,yes,no,yes,no,4,4,5,5,5,4,2
GP,F,17,GT3,3,yes,yes,yes,no,5,4,4,1,3,4,0
GP,F,17,GT3,3,yes,no,yes,yes,4,3,3,1,2,4,4
GP,F,17,GT3,1,yes,yes,yes,no,4,2,5,2,5,5,2
GP,M,18,LE3,4,yes,yes,yes,no,4,5,5,2,4,5,0
GP,M,19,GT3,1,yes,no,no,yes,5,3,4,2,2,5,0
GP,F,18,GT3,2,no,yes,no,yes,4,2,5,1,1,2,2
GP,F,17,GT3,3,yes,no,yes,yes,4,4,3,1,1,5,0
GP,M,18,GT3,1,no,no,yes,no,5,4,2,1,2,5,6
GP,F,18,GT3,2,no,yes,yes,no,5,3,4,1,1,4,8
GP,F,18,LE3,2,no,yes,yes,yes,4,3,3,1,1,2,0
GP,F,18,GT3,4,no,yes,no,no,4,4,4,1,1,4,6
GP,F,17,GT3,3,no,no,yes,no,4,4,5,1,3,5,8
GP,F,17,GT3,2,yes,no,yes,yes,4,3,2,2,3,2,0
GP,F,18,LE3,4,yes,no,yes,no,5,3,3,1,1,1,4
GP,F,17,GT3,2,yes,no,yes,no,4,3,3,2,3,2,0
GP,M,18,GT3,2,yes,yes,yes,no,4,3,3,2,2,2,0
GP,M,18,LE3,2,no,yes,yes,yes,4,3,3,1,3,5,6
GP,F,17,GT3,2,yes,no,yes,yes,3,3,1,1,2,4,18
GP,F,18,GT3,3,yes,no,yes,no,4,3,3,1,2,3,0
GP,F,18,GT3,3,no,no,yes,yes,5,4,3,2,3,1,4
GP,M,18,GT3,3,no,no,yes,yes,5,3,2,1,2,4,4
GP,M,18,GT3,3,yes,no,yes,yes,5,4,5,2,3,5,0
GP,F,17,GT3,3,yes,yes,yes,yes,4,4,3,1,3,4,0
GP,F,17,GT3,2,yes,yes,yes,yes,4,3,4,2,2,1,10
GP,F,17,GT3,2,yes,yes,yes,no,4,3,5,2,4,4,4
GP,F,19,LE3,1,no,no,yes,no,2,2,3,3,4,5,16
GP,F,17,GT3,1,yes,no,yes,yes,4,1,2,1,1,3,6
GP,F,21,LE3,3,no,yes,yes,no,3,3,2,1,1,5,0
GP,M,18,LE3,2,yes,yes,yes,no,4,4,4,1,3,3,11
GP,M,18,LE3,2,no,yes,yes,yes,4,3,5,1,4,2,9
GP,F,17,GT3,2,yes,yes,yes,no,4,3,4,1,3,4,0
GP,M,17,LE3,3,yes,no,yes,no,4,4,2,1,2,4,2
GP,F,18,LE3,2,yes,yes,yes,no,4,2,2,1,1,3,0
GP,M,21,LE3,2,yes,yes,yes,yes,5,3,3,5,2,4,21
GP,F,20,GT3,3,no,no,yes,yes,3,2,2,1,3,3,8
GP,F,19,GT3,1,yes,no,yes,yes,3,2,5,4,4,5,5
GP,M,17,LE3,2,yes,no,yes,no,4,4,4,1,2,5,10
GP,F,18,GT3,3,yes,no,yes,yes,4,3,4,1,2,2,5
GP,M,18,GT3,1,no,no,yes,no,3,1,3,4,5,4,13
GP,M,19,GT3,1,no,no,yes,no,5,3,4,1,4,4,10
GP,F,18,LE3,2,yes,no,yes,no,4,1,4,1,3,4,10
GP,F,20,GT3,1,no,no,yes,yes,5,3,1,1,1,5,5
GP,F,18,GT3,2,yes,yes,yes,yes,3,1,2,1,2,1,4
MS,F,16,GT3,1,yes,no,yes,yes,4,3,3,1,3,5,11
MS,F,16,GT3,2,yes,yes,yes,no,4,4,4,1,1,5,0
MS,F,15,GT3,1,yes,no,no,yes,4,1,3,1,1,2,6
MS,F,15,GT3,1,yes,no,yes,no,5,4,4,2,3,5,4
MS,F,16,GT3,2,no,no,no,no,4,5,2,1,2,5,0
MS,F,15,LE3,1,no,no,no,no,1,3,4,1,1,1,0
MS,M,16,LE3,2,yes,no,no,no,5,3,2,1,3,2,5
MS,M,16,GT3,3,no,no,yes,no,4,4,3,1,1,5,0
MS,F,17,GT3,2,no,no,no,yes,4,5,4,1,2,5,0
MS,F,17,GT3,1,yes,no,yes,no,5,4,4,2,2,5,0
MS,F,15,GT3,1,no,no,yes,yes,1,5,1,3,5,5,0
MS,F,16,LE3,4,no,yes,no,yes,1,2,1,1,1,1,4
MS,F,15,LE3,2,yes,no,yes,no,5,4,3,1,2,4,0
MS,F,15,LE3,1,yes,no,yes,yes,4,4,3,1,2,2,4
MS,F,16,GT3,1,yes,yes,no,no,3,2,3,1,2,2,0
MS,F,17,GT3,1,yes,no,yes,no,5,5,5,1,3,3,2
MS,F,15,GT3,1,no,no,yes,no,4,1,3,1,1,4,0
MS,M,16,GT3,2,yes,yes,no,yes,5,4,5,4,5,3,0
MS,M,17,GT3,2,no,no,yes,no,4,4,3,2,4,5,4
MS,M,15,LE3,2,yes,yes,yes,no,5,3,4,1,2,2,0
MS,M,15,LE3,2,yes,yes,yes,no,5,3,4,1,2,2,7
MS,M,16,GT3,2,no,no,no,no,3,4,5,1,2,5,4
MS,M,15,GT3,2,yes,yes,no,yes,5,4,5,2,4,4,8
MS,M,15,LE3,2,yes,yes,yes,no,5,3,3,1,1,5,0
MS,M,17,GT3,1,no,yes,no,yes,5,5,5,5,5,3,8
MS,F,16,GT3,3,no,yes,yes,yes,4,2,2,1,1,4,6
MS,F,15,GT3,1,no,no,no,no,5,1,2,1,1,1,3
MS,F,16,GT3,2,yes,no,yes,no,4,5,4,1,2,1,2
MS,M,16,GT3,2,no,no,no,no,4,3,3,1,1,5,0
MS,F,16,GT3,2,yes,no,yes,no,4,4,5,1,1,4,4
MS,F,16,GT3,3,yes,no,no,no,1,3,2,1,2,4,0
MS,F,16,GT3,3,yes,no,no,no,1,3,2,1,2,4,3
MS,F,15,GT3,2,yes,no,yes,no,4,4,2,3,3,2,0
MS,F,16,GT3,2,yes,no,no,yes,5,4,3,2,1,2,0
MS,M,17,LE3,1,yes,yes,yes,no,5,5,5,5,5,3,4
MS,F,16,GT3,4,yes,no,yes,no,4,3,2,1,1,1,0
MS,F,16,GT3,3,yes,no,no,no,4,4,3,1,1,5,2
MS,F,15,GT3,2,yes,yes,yes,no,4,3,3,1,1,2,1
MS,F,16,GT3,1,no,yes,yes,yes,4,2,2,4,3,2,0
MS,F,15,GT3,2,yes,no,no,no,4,2,1,1,2,2,0
MS,F,15,LE3,3,yes,no,no,no,4,4,3,2,2,5,2
MS,M,16,GT3,1,no,yes,no,no,3,4,4,3,4,5,6
MS,F,18,GT3,2,yes,yes,yes,yes,3,4,4,2,3,5,9
MS,M,15,GT3,1,yes,no,no,no,3,2,3,1,3,4,0
MS,F,16,GT3,2,yes,yes,yes,no,5,3,4,1,1,2,1
MS,M,15,GT3,1,no,no,no,no,4,3,3,1,2,4,1
MS,M,16,GT3,2,yes,yes,no,yes,4,3,1,1,1,3,0
MS,F,15,GT3,2,yes,no,yes,yes,4,5,4,1,1,1,4
MS,F,16,GT3,2,yes,yes,no,no,4,4,4,2,3,5,2
MS,F,16,LE3,1,yes,yes,no,yes,4,3,2,1,1,4,0
MS,M,16,LE3,1,yes,yes,yes,no,2,4,3,2,3,4,4
MS,M,15,LE3,1,yes,yes,yes,no,4,2,4,3,5,3,2
MS,F,15,GT3,3,yes,yes,no,no,5,3,2,1,1,4,0
MS,F,16,LE3,1,yes,no,yes,yes,5,4,3,1,1,5,2
MS,M,15,GT3,1,yes,yes,yes,no,4,3,3,2,4,3,11
MS,F,16,GT3,2,yes,no,no,no,3,4,3,1,1,1,0
MS,F,17,GT3,1,yes,yes,no,no,4,5,3,1,1,5,4
MS,F,19,GT3,1,no,no,yes,yes,4,4,4,1,1,2,0
MS,F,17,GT3,1,yes,yes,no,yes,5,5,3,1,1,3,2
MS,F,15,LE3,1,yes,no,no,yes,5,2,1,1,3,4,0
MS,F,16,GT3,2,yes,no,yes,no,3,4,5,1,2,1,1
MS,F,16,LE3,1,yes,no,no,no,4,3,4,1,2,1,6
MS,F,17,GT3,2,yes,no,yes,no,4,3,5,1,2,4,0
MS,F,16,GT3,1,yes,yes,yes,no,4,4,3,1,4,3,1
MS,F,18,LE3,3,yes,no,no,yes,3,3,2,1,1,2,6
MS,F,19,GT3,3,no,yes,no,yes,5,3,1,1,1,3,6
MS,M,18,GT3,1,no,yes,yes,no,4,4,3,3,4,4,0
MS,F,18,GT3,1,no,no,yes,yes,3,2,3,1,1,2,4
MS,F,19,GT3,2,yes,no,yes,yes,1,1,4,4,1,1,12
MS,F,16,GT3,2,no,no,no,yes,3,3,2,1,1,3,2
MS,F,17,GT3,1,no,yes,no,no,2,4,4,3,5,5,5
MS,F,16,LE3,2,no,yes,yes,no,4,4,5,1,3,3,0
MS,F,16,GT3,1,no,yes,yes,yes,4,5,4,1,1,4,0
MS,F,16,LE3,1,yes,yes,yes,yes,4,4,4,2,2,4,2
MS,M,17,GT3,4,yes,yes,no,no,5,4,5,3,4,5,0
MS,F,16,GT3,2,yes,yes,yes,no,5,3,3,1,1,1,0
MS,F,16,GT3,1,yes,yes,no,yes,4,2,5,1,2,5,0
MS,M,17,GT3,1,yes,yes,yes,yes,5,3,5,5,5,1,12
MS,M,16,LE3,1,no,yes,yes,no,4,2,5,1,5,5,8
MS,M,17,LE3,4,yes,no,no,no,1,3,5,3,5,3,2
MS,F,16,GT3,4,yes,yes,yes,no,2,2,1,1,1,5,0
MS,F,19,LE3,3,no,no,yes,yes,5,4,5,1,1,1,0
MS,F,17,GT3,1,yes,yes,yes,yes,4,4,5,1,2,5,0
MS,F,20,GT3,2,no,yes,yes,yes,3,3,4,2,4,3,8
MS,F,17,LE3,3,yes,no,no,yes,4,3,3,1,1,3,0
MS,M,17,GT3,1,yes,no,yes,no,4,4,5,1,2,5,0
MS,F,16,LE3,2,yes,no,no,no,5,3,2,1,1,1,0
MS,F,17,GT3,2,yes,yes,no,no,5,3,2,1,1,1,0
MS,F,17,GT3,2,no,no,yes,yes,4,4,5,1,1,4,1
MS,F,18,GT3,2,yes,no,yes,yes,4,3,2,1,1,5,9
MS,F,16,GT3,1,no,yes,yes,no,3,1,3,1,3,1,0
MS,F,16,GT3,1,no,no,yes,no,3,1,3,1,4,3,2
MS,F,18,LE3,2,no,no,no,no,2,3,5,1,4,3,8
MS,F,16,GT3,2,no,yes,yes,yes,4,3,3,2,3,2,0
MS,F,16,LE3,1,no,yes,yes,no,5,4,5,1,4,2,0
MS,F,18,GT3,2,yes,no,yes,no,2,3,2,1,3,1,8
MS,M,16,GT3,2,no,yes,yes,no,5,2,1,1,1,2,0
MS,F,16,LE3,2,yes,no,yes,no,4,3,2,1,3,5,6
MS,F,16,GT3,2,yes,yes,yes,no,3,3,3,1,1,2,0
MS,F,16,GT3,2,yes,no,yes,yes,4,3,4,1,2,3,4
MS,M,18,LE3,4,yes,yes,yes,yes,5,5,5,5,5,5,2
MS,F,16,LE3,2,yes,no,no,no,4,2,1,1,1,2,2
MS,M,17,LE3,3,yes,no,yes,no,4,4,3,1,2,5,0
MS,F,17,GT3,1,no,no,yes,yes,4,2,3,1,2,5,1
MS,M,16,LE3,3,no,no,no,no,5,1,3,2,2,3,0
MS,F,17,GT3,1,yes,no,yes,no,5,1,3,1,2,5,5
MS,F,16,LE3,1,yes,no,no,no,5,1,3,1,2,5,1
MS,M,17,GT3,1,yes,yes,yes,no,4,1,4,5,5,3,8
MS,M,17,GT3,2,no,no,yes,yes,5,1,3,3,3,1,0
MS,M,16,GT3,2,no,no,yes,yes,4,2,2,1,4,5,2
MS,F,16,LE3,2,no,no,yes,yes,3,2,2,1,1,3,0
MS,M,16,LE3,1,yes,no,yes,no,4,1,2,2,5,5,0
MS,M,15,GT3,2,yes,yes,no,no,5,5,5,1,3,5,11
MS,M,15,LE3,4,yes,yes,no,no,5,4,5,2,3,5,8
MS,M,15,LE3,1,no,yes,yes,no,4,3,3,1,2,5,11
MS,F,16,LE3,3,yes,no,no,yes,4,3,3,2,2,5,2
MS,F,16,LE3,2,yes,yes,yes,no,1,2,4,2,2,1,8
MS,F,17,GT3,1,no,no,no,yes,4,3,3,2,2,1,5
MS,F,17,GT3,2,no,no,no,no,5,1,3,1,1,5,0
MS,F,16,GT3,3,yes,no,yes,yes,5,3,5,1,4,5,1
MS,M,17,GT3,1,no,yes,yes,yes,3,3,3,1,3,5,2
MS,M,17,LE3,1,no,yes,no,yes,5,1,2,3,3,5,2
MS,M,17,GT3,2,yes,yes,yes,yes,5,4,4,3,4,5,8
MS,F,17,GT3,2,yes,no,yes,no,5,2,5,1,1,5,0
MS,M,16,LE3,1,no,no,yes,no,4,1,2,2,1,2,0
MS,F,17,GT3,2,no,yes,yes,yes,4,5,5,1,2,3,2
MS,F,17,GT3,2,yes,no,yes,no,4,3,3,2,3,5,0
MS,M,16,LE3,2,yes,no,yes,yes,4,1,2,2,2,5,0
MS,M,17,GT3,2,yes,no,yes,no,4,1,2,2,2,1,0
MS,M,19,GT3,2,yes,yes,yes,no,4,4,3,3,4,4,2
MS,M,17,LE3,1,no,no,no,yes,4,1,2,1,1,5,4
MS,F,17,GT3,1,yes,yes,yes,yes,3,5,5,2,2,4,3
MS,F,16,GT3,3,yes,no,yes,yes,4,3,4,1,1,3,5
MS,M,16,LE3,1,no,no,no,no,4,4,4,2,4,5,4
MS,F,17,GT3,2,yes,yes,yes,yes,5,4,4,1,1,5,2
MS,M,17,GT3,1,no,yes,no,yes,5,5,5,3,5,5,0
MS,M,18,GT3,1,yes,no,no,no,4,3,2,1,1,4,0
MS,M,17,GT3,1,yes,yes,yes,yes,4,5,5,1,3,2,0
MS,M,18,LE3,2,yes,yes,no,no,4,3,3,1,4,5,6
MS,F,16,LE3,2,no,yes,no,yes,5,4,3,1,1,1,0
MS,M,17,GT3,1,no,yes,no,yes,1,2,1,2,3,5,0
MS,M,16,GT3,1,no,no,yes,no,4,5,5,2,3,5,2
MS,M,16,LE3,1,no,yes,yes,no,4,5,5,2,4,5,0
MS,M,18,GT3,1,yes,no,yes,yes,5,3,3,2,3,5,2
MS,M,18,GT3,1,no,no,yes,no,2,3,1,2,2,5,0
MS,M,19,GT3,1,no,yes,no,no,3,2,1,1,1,3,4
MS,M,18,GT3,2,yes,yes,yes,no,4,4,5,1,3,3,9
MS,M,16,GT3,1,yes,yes,yes,yes,5,4,3,2,4,4,6
MS,M,19,GT3,1,no,yes,yes,yes,4,4,3,1,3,5,4
MS,F,16,GT3,2,yes,yes,no,yes,2,5,5,1,1,1,8
MS,F,17,GT3,1,yes,yes,no,no,4,3,2,1,2,5,9
MS,M,20,GT3,1,yes,no,yes,yes,4,4,3,2,4,4,12
MS,F,18,GT3,1,yes,no,yes,no,5,4,4,3,4,2,8
MS,M,18,GT3,1,yes,no,yes,no,2,5,5,5,5,5,8
MS,M,19,GT3,2,no,no,yes,no,5,4,4,3,3,2,8
MS,M,17,GT3,2,yes,no,yes,no,4,5,4,2,3,3,4
MS,M,18,LE3,1,no,no,yes,yes,4,3,3,2,3,3,0
MS,M,19,GT3,1,yes,no,yes,no,4,4,4,3,3,5,4
MS,F,18,GT3,2,yes,no,no,no,4,3,3,1,1,5,2
MS,F,19,LE3,1,yes,no,no,no,1,4,4,1,1,5,0
MS,F,18,GT3,1,no,no,yes,yes,5,5,5,1,1,3,0
MS,F,17,GT3,1,yes,no,yes,no,4,4,3,1,1,5,0
MS,F,17,LE3,3,yes,no,no,no,4,2,3,2,2,3,5
MS,F,17,GT3,2,yes,yes,yes,no,5,5,5,1,3,5,0
MS,F,18,LE3,2,yes,yes,yes,no,2,3,3,1,2,4,3
MS,F,17,GT3,1,yes,no,no,yes,3,2,2,1,1,5,0
MS,F,17,LE3,1,no,no,yes,no,5,5,1,1,1,3,0
MS,F,18,GT3,2,no,yes,no,yes,3,4,4,2,2,5,3
MS,F,18,GT3,2,no,yes,yes,no,4,3,5,1,1,1,2
MS,F,17,GT3,1,yes,no,yes,no,4,4,3,1,1,4,0
MS,F,18,LE3,2,no,no,yes,no,4,4,3,1,2,4,0
MS,F,18,GT3,2,no,yes,yes,no,4,3,5,1,2,1,0
MS,M,18,LE3,1,yes,yes,yes,no,5,4,5,1,1,5,3
MS,F,17,GT3,2,yes,no,yes,no,4,3,3,1,2,4,0
MS,F,18,GT3,2,no,yes,no,yes,4,3,3,1,1,4,0
MS,M,18,LE3,1,yes,no,no,no,4,1,4,5,5,1,8
MS,M,18,GT3,1,yes,yes,yes,yes,2,5,5,1,1,1,5
MS,M,17,GT3,1,no,no,no,no,4,2,3,3,4,4,4
MS,F,18,GT3,2,yes,no,yes,yes,1,3,1,1,1,2,4
MS,F,18,LE3,3,no,no,yes,yes,5,4,5,1,4,3,0
MS,F,18,LE3,2,no,yes,yes,yes,5,3,1,1,1,5,0
MS,F,18,GT3,2,no,no,no,no,4,4,2,1,2,2,2
MS,F,19,GT3,1,no,no,no,no,5,5,5,2,3,2,0
MS,F,17,GT3,4,no,no,yes,yes,4,2,3,3,1,5,0
MS,F,17,LE3,2,no,yes,yes,yes,5,3,3,1,2,2,5
MS,F,18,LE3,2,no,no,no,yes,5,2,3,1,2,3,2
MS,F,18,GT3,2,yes,no,no,no,4,1,1,1,1,4,0
MS,F,19,GT3,2,yes,yes,no,yes,3,5,4,1,4,1,0
MS,F,18,GT3,3,no,no,yes,yes,4,2,1,1,1,4,5
MS,M,17,GT3,2,yes,yes,yes,yes,4,5,5,1,3,2,4
MS,F,18,GT3,2,yes,no,no,yes,5,3,4,1,1,5,0
MS,F,17,GT3,2,yes,yes,yes,no,4,3,3,1,2,5,2
MS,F,17,LE3,2,no,no,no,yes,1,2,3,1,2,5,0
MS,M,18,LE3,1,no,no,yes,yes,3,3,2,1,2,3,2
MS,F,18,LE3,3,no,no,yes,no,5,3,2,1,1,4,0
MS,F,18,LE3,2,no,no,no,yes,4,3,4,1,4,5,0
MS,F,18,GT3,2,yes,no,yes,yes,4,3,2,1,3,3,6
MS,F,17,LE3,2,yes,yes,yes,yes,2,3,4,1,1,1,4
MS,F,17,GT3,2,no,no,no,no,3,2,2,1,2,3,0
MS,M,18,GT3,2,yes,no,no,no,3,3,4,2,4,3,0
MS,M,18,LE3,3,no,no,yes,yes,4,2,2,2,2,5,0
MS,F,17,GT3,1,yes,no,yes,yes,5,2,1,1,2,1,0
MS,F,18,GT3,1,yes,no,yes,yes,5,2,3,1,2,4,0
MS,F,18,GT3,2,yes,no,yes,yes,3,2,2,4,2,5,0
MS,M,18,LE3,1,yes,yes,yes,yes,4,3,3,2,3,3,3
MS,F,17,GT3,3,no,yes,no,yes,3,4,3,1,1,3,8
MS,F,17,GT3,1,no,yes,yes,no,3,5,5,1,3,1,4
MS,F,18,LE3,3,no,no,yes,no,5,4,4,1,1,1,0
MS,F,18,GT3,3,no,no,yes,no,4,3,2,1,2,4,4
MS,F,19,GT3,2,yes,no,yes,yes,4,3,3,1,1,3,4
MS,F,18,LE3,2,no,yes,yes,no,5,4,3,3,4,2,1
MS,F,18,GT3,2,no,no,yes,yes,4,1,3,1,2,1,1
MS,F,17,GT3,2,yes,yes,yes,no,4,5,4,2,3,1,10
MS,M,18,GT3,2,no,yes,yes,no,3,2,4,1,4,2,4
MS,M,18,GT3,1,no,yes,yes,yes,4,4,3,1,3,5,0
MS,M,17,GT3,2,no,yes,yes,no,4,4,3,1,1,3,4
MS,M,19,GT3,1,no,no,no,no,4,3,2,1,3,5,0
MS,M,18,GT3,1,no,no,no,no,5,4,3,4,3,3,0
MS,F,18,GT3,3,no,no,no,no,5,3,3,1,3,4,0
MS,F,17,GT3,2,no,no,yes,no,5,5,4,1,1,1,0
MS,F,18,GT3,1,yes,yes,yes,yes,4,4,3,2,2,5,4
MS,F,19,GT3,3,no,yes,yes,no,5,4,2,1,2,5,4
MS,F,18,LE3,2,yes,no,yes,no,4,3,4,1,1,1,4
MS,F,18,GT3,2,no,yes,no,no,1,1,1,1,1,5,6
MS,M,17,LE3,1,no,no,yes,no,2,4,5,3,4,2,6
MS,M,18,LE3,1,no,no,yes,no,4,4,1,3,4,5,4
