school,gender,age,study time,significant other,free time,social activities,weekday drinker,weekend drinker,health,totaldrinks,drinker,id
MS,M,18,2,no,3,4,2,4,3,6,1,1018
MS,M,18,3,yes,2,2,2,2,5,4,0,1019
MS,F,17,1,yes,2,1,1,2,1,3,0,1020
MS,F,18,1,yes,2,3,1,2,4,3,0,1021
MS,F,18,2,yes,2,2,4,2,5,6,1,1022
MS,M,18,1,yes,3,3,2,3,3,5,1,1023
MS,F,17,3,yes,4,3,1,1,3,2,0,1024
MS,F,17,1,no,5,5,1,3,1,4,0,1025
MS,F,18,3,no,4,4,1,1,1,2,0,1026
MS,F,18,3,no,3,2,1,2,4,3,0,1027
MS,F,19,2,yes,3,3,1,1,3,2,0,1028
MS,F,18,2,no,4,3,3,4,2,7,1,1029
MS,F,18,2,yes,1,3,1,2,1,3,0,1030
MS,F,17,2,no,5,4,2,3,1,5,1,1031
MS,M,18,2,no,2,4,1,4,2,5,1,1032
MS,M,18,1,yes,4,3,1,3,5,4,0,1033
MS,M,17,2,no,4,3,1,1,3,2,0,1034
MS,M,19,1,no,3,2,1,3,5,4,0,1035
MS,M,18,1,no,4,3,4,3,3,7,1,1036
MS,F,18,3,no,3,3,1,3,4,4,0,1037
MS,F,17,2,no,5,4,1,1,1,2,0,1038
MS,F,18,1,yes,4,3,2,2,5,4,0,1039
MS,F,19,3,no,4,2,1,2,5,3,0,1040
MS,F,18,2,no,3,4,1,1,1,2,0,1041
MS,F,18,2,no,1,1,1,1,5,2,0,1042
MS,M,17,1,no,4,5,3,4,2,7,1,1043
MS,M,18,1,no,4,1,3,4,5,7,1,1044
